	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	Tom3D1	Tom3D2	Tom3D3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000057054	19.1555257943354	1.00751251343579	0.540464190584066	0.00509045289676779	0.0180923053562125	INCA1	0.6860598825570001	0.553429310536	1.82801111448	0.454215135234	0.322175746829	0.242018015207
ENSMUSG00000019188	4818.02819774005	0.349857854069428	0.130132447754429	0.00509346153888324	0.0180934872900684	SPPL3	50.6960238724	51.6818978344	50.697099173199994	39.4476658528	39.459912435300005	38.554397288000004
ENSMUSG00000038347	93.58297403627527	0.6487582745225129	0.265379766109462	0.005093543568148061	0.0180934872900684		1.1487499559299998	1.31978296947	1.18890667415	0.856084092675	0.601547265898	0.643109050065
ENSMUSG00000001151	1553.04195103249	-0.5076561263180109	0.19587774270584402	0.00509382109603514	0.0180934872900684	PCNT	7.132083913350001	7.83188019418	6.53056441923	10.4452501656	10.9408965106	10.385460670399999
ENSMUSG00000029587	418.93847617036795	0.439893203992415	0.166579675897021	0.005101639522122279	0.018117659641523	ZNF806	5.05030674398	5.41882856369	4.88248606214	3.61350139102	3.46541626258	3.840439447380001
ENSMUSG00000022799	206.847080898394	-1.03429494777201	0.567677005026328	0.0051224294452011	0.0181866535253548	ARHGAP31	0.400650904175	0.6842762241789999	0.339769609521	1.29286130143	1.47866996812	1.56366611909
ENSMUSG00000030990	456.860251239918	0.370226943067403	0.13826768618182098	0.00512310126990729	0.0181866535253548	PGAP2	11.2838821275	11.6287164043	12.171525398599998	9.48513536284	8.33306214862	8.653754859480001
ENSMUSG00000024145	97.89750687581608	-0.566812329089447	0.223555250449296	0.00512478265402224	0.0181890112418761	RDH13	3.63963835647	4.2179379639	5.2989645342000005	8.257790915389997	6.4455529916600005	5.84101171316
ENSMUSG00000053012	881.8773217448401	0.496105673745931	0.19090099918600198	0.00512689576585433	0.0181929000177101	ZMAT1	28.4239485365	27.477726301100002	32.1380775242	23.6225813029	17.5217620664	18.3440992247
ENSMUSG00000022529	1354.27724675903	0.611656491720714	0.24597416798344002	0.0051320581954011285	0.0182076056730094	ZNF263	21.267769405	22.4350810925	15.3926586122	11.1223987478	12.3782070027	11.9980561405
ENSMUSG00000024225	1154.6747808586301	1.55672598170849	1.63971805226845	0.00513345003626177	0.0182089307872241	CLPSL1	0.276258337736	0.388561557887	1.2834427684899998	0.0	0.0	0.0
ENSMUSG00000043671	193.373289185196	0.6392243026023879	0.260570721863092	0.00513971298512994	0.0182275303227109	DPY19L3	1.7776553458700002	1.90191806766	1.27847315497	0.8499690778110001	1.1237016001200002	0.915934672839
ENSMUSG00000027433	2727.13538228807	-0.3780203201288029	0.141472850814507	0.0051516808006828105	0.0182663502671048	XRN2	42.2552975817	37.1999036618	39.3990269398	53.0988769105	52.1161371943	50.8958710954
ENSMUSG00000073489	240.945746092592	-0.741759096845973	0.32151707774566995	0.0051566141869686605	0.0182802177393312	PYHIN1	0.49455923755	0.711414303721	0.548297232432	1.2966955050700002	0.942181736316	1.15553589151
ENSMUSG00000058486	275.682458827886	-0.456101229908901	0.17374798693609395	0.00517440504842945	0.0183374613751322	WDR91	4.702159999119999	4.62159347375	4.16728092552	6.40285415395	6.50140026022	6.115421659419999
ENSMUSG00000020910	190.83739211244702	0.5316091566546189	0.20722205857689105	0.005174812935457579	0.0183374613751322	ADPRM	7.443276571910001	5.967376636059999	8.9139613139	6.213287009709999	4.1595077438	4.1378147733800015
ENSMUSG00000021910	10264.9812746079	0.5313167801254429	0.207102281941793	0.0051775566164461	0.0183435486147558	NISCH	123.30660122299999	128.382933515	108.612027293	73.4917320948	79.8714694538	81.5042763102
ENSMUSG00000031174	117.38609972320499	-0.48048725142068	0.18429915711028602	0.00518120784169454	0.0183528481413114	RPGR	1.49080276868	0.996933563435	1.12856388863	1.75094413621	1.7267730977400002	1.74473772066
ENSMUSG00000040877	103.358017693862	0.511965786572371	0.19837842409527398	0.00520005349136045	0.0184159549374166	WDR25	1.06588205503	1.65499292065	1.62744427666	1.03622191048	1.03974813542	0.810555555777
ENSMUSG00000028047	783.082517874686	-0.378605226575215	0.141880766948279	0.0052013214868072	0.0184167979219009	THBS3	10.6718536516	10.3304975417	11.0532823125	13.8659331883	14.2202276951	13.9830155043
ENSMUSG00000055228	135.73345486804502	0.6503337379102591	0.26723168985525797	0.0052149360053549785	0.0184613483887849	ZNF845	9.58580013706	10.9671682652	9.63790591213	5.971464163130001	5.56811155669	5.7608686953
ENSMUSG00000097761	8.02467174425346	1.1953400892933401	0.7380858653865491	0.00521945415800948	0.0184736856293285	ZNF845	0.410402196022	0.216463851309	0.8449922462880001	0.249326885351	0.0558467627446	0.0479451632335
ENSMUSG00000000266	373.924049330579	0.576546587602177	0.22890923964298301	0.00522119507913952	0.0184761902256271	MID2	4.506654114230001	4.37914018556	3.6489738521	2.40319444433	2.84501452084	2.56010810218
ENSMUSG00000039405	100.293123698423	1.29851762775627	0.853682165925438	0.00524492551621774	0.0185564925119686	PRSS23	0.376793765045	0.29810596893	0.583503635188	0.0662631735956	0.07833434637919999	0.107601668261
ENSMUSG00000025266	1567.14245079133	-0.430086176576584	0.16310782598548906	0.00525193117209612	0.0185767099439484	GNL3L	15.2701432113	16.700805098900002	13.1808351001	18.2564410919	22.493949693	21.280798946500003
ENSMUSG00000027822	1298.9588936472196	0.478582258478817	0.183808559964668	0.00525271771582142	0.0185767099439484	SLC33A1	30.4688097889	27.9856836335	34.0248147699	23.5933220036	19.8956308419	19.9182472896
ENSMUSG00000027613	3387.351252676661	-0.529643823633434	0.206836254223761	0.00526880542696776	0.0186299208700041	EIF6	94.6430369711	89.365920301	79.8051843683	105.40989569	141.549391008	149.523224415
ENSMUSG00000016664	4241.1670995569	-0.408075258485865	0.154077821717698	0.00527129302406231	0.0186350317444164	PACSIN2	54.6779799487	57.278211160699996	52.7087339184	67.8087165475	76.6245418451	77.10743620609999
ENSMUSG00000038515	149.994899071804	0.624426484698164	0.253737018529327	0.0052809160200208895	0.0186653606155354	GRTP1	8.62165015859	7.70820113403	9.8789169839	5.90165452547	4.5525769416	4.96836328928
ENSMUSG00000021144	2521.92689799855	-0.5481922504449961	0.215622884008079	0.00528616337923049	0.0186798602812524	MTA3	38.8368129075	40.8549928898	31.0358351704	45.8265963553	64.0440438558	60.1415746529
ENSMUSG00000071014	284.107418617645	-0.645829597271824	0.26533001338364604	0.00528710770557679	0.0186798602812524	NDUFB6	11.8356505848	13.2149255177	21.0661192906	29.194005799299998	23.468352059	25.7445155326
ENSMUSG00000046618	28.5169027576391	1.60299154469301	1.42188641287871	0.00528991088293061	0.0186860720066539	OLFML2A	0.0181564301553	0.028729457363	0.0316317226505	0.0	0.0	0.0
ENSMUSG00000037685	1285.4221370384598	0.7363835838183059	0.319527352593622	0.005295588413516321	0.0187024326332382	ATP8B4	13.2689150231	14.7878896472	10.964833338900002	5.82607229191	7.337640310289999	6.83546967607
ENSMUSG00000052520	2.56919055841945	1.60160010423567	1.4054396402425	0.00529712982329054	0.018704182142626	CYP2J2	0.17278417712000002	0.113917301086	0.0501701153282	0.015192963611899996	0.0	0.0
ENSMUSG00000025730	405.121872595568	0.37145674343778295	0.139373512761407	0.00530405674650489	0.0187249434717184	RAB40C	6.47936940402	6.871845137969999	8.51940458393	5.946106841460002	5.54211718974	4.9524873698
ENSMUSG00000017670	1020.76985069331	-0.417663346142398	0.158164222020054	0.00530669369025812	0.0187305546536726	ELMO3	8.37110816795	8.01123723183	8.645128339389997	11.9289519662	10.807984145899999	11.2657858048
ENSMUSG00000020868	422.63614369234597	0.385521888304308	0.14504131532250195	0.00530938261365085	0.0187363470524355	XYLT2	5.60623035759	6.03811340135	6.39173391143	4.41979731524	4.78688855681	4.2230606808
ENSMUSG00000068877	36.7898832987941	0.9487337358925808	0.48948222572351	0.005310772529202671	0.0187375539847421	SELENBP1	1.1785308183399998	1.3364573653299998	1.06082505346	0.538868523221	0.470425319687	0.328141271345
ENSMUSG00000034459	101.601285850135	1.58139876906379	1.3038923376719398	0.00531831636589985	0.0187604685221257	IFIT5	0.0572071106004	0.0804626720021	0.0885910545517	0.0134139682492	0.0	0.0
ENSMUSG00000025171	331.480979561298	-0.5347491385392961	0.209502251014341	0.00532165324156314	0.0187685368071776	UBTD2	5.53903696158	7.06764719732	8.3979910468	11.9224966151	9.66474493967	10.1727265462
ENSMUSG00000075227	309.439041815961	-0.638348045242906	0.261724477911552	0.0053491477358158105	0.0188617847888232	ZNHIT2	7.235337416889999	7.29879975538	9.45967119891	13.9617524077	13.375103494300001	13.244056
ENSMUSG00000021175	457.047408903738	-0.602229114933947	0.242681603224073	0.00535374499647461	0.0188737028813402	CDCA7L	7.45066027542	6.41415659261	5.331401873380001	10.0364244927	10.5287295552	10.799903390799999
ENSMUSG00000023959	600.373305202907	0.787364589643496	0.3552537861469521	0.0053546387068418395	0.0188737028813402	CLIC5	10.1984977491	10.0665245171	8.65831918775	3.872290424090001	5.04552192271	4.84168554272
ENSMUSG00000029428	736.8194242913112	-0.36070207283862105	0.135265951767651	0.005358166055068721	0.0188824137230358	STX2	10.6843703264	10.3618618916	9.947518452030002	12.5829685803	12.863187333199999	14.660306266500001
ENSMUSG00000019986	74.3552576016015	-0.713113273136736	0.30535565853511	0.00536064151310598	0.0188874149548469	AHI1	0.501252241665	0.539780102322	0.448763923346	0.808046384266	0.906617497875	1.0646297638
ENSMUSG00000085178	24.777552507915697	0.9284651657091899	0.4717881989014221	0.00536301826698466	0.0188920665153571	ZNF845	0.904417177111	1.90811479319	1.82075710212	0.8058601115809999	0.541514145898	0.413241645013
ENSMUSG00000038827	270.983303900441	-0.41904466995297296	0.15897606827617	0.00536804715926304	0.0189060569735636	ABITRAM	3.04348826206	3.1125028461400004	2.96820670847	4.584180576790001	3.55875810255	4.289277670880002
ENSMUSG00000020159	180.559085321594	1.26611525250759	0.8226470689579392	0.0053702878929698895	0.0189102240673877	GABRP	0.169853957652	0.146599063379	0.197277153185	0.076034298076	0.0154089391109	0.013228772172700002
ENSMUSG00000085039	23.3897448479809	0.8680870627886541	0.418804800773132	0.00537523276271801	0.0189239096338178	ZNF845	0.651504096263	0.806786791753	1.3817826226700003	0.697406313449	0.25440261887800003	0.218407916408
ENSMUSG00000029163	218.816539704635	0.931835094669622	0.47577128418094	0.00540582454758708	0.0190278639242922	EMILIN1	0.210318658368	0.27732787028	0.259542129193	0.0924669080454	0.0787043658715	0.112614515251
ENSMUSG00000028229	66.1471725477139	0.7022802454803531	0.29914923610917105	0.00541200343217045	0.0190455930032523	RMDN1	1.89854586199	2.9887195953400005	3.42633822518	1.70535321373	1.3990676895200005	1.3262339991299998
ENSMUSG00000079499	40.2238068170397	-1.34048299281131	0.911837618995074	0.0054129916471409995	0.0190455930032523	ZNF845	0.011775717721	0.0248440893789	0.0273538526958	0.0994024636222	0.141012751315	0.100884382065
ENSMUSG00000089817	113.67774974137899	0.850639480711902	0.40497675194592103	0.00541612294997916	0.0190528613945657	ZNF845	10.8812691621	13.148103496800001	9.24876767168	4.14030513742	5.429243389859999	4.87294224954
ENSMUSG00000041347	8.00627578999687	1.59141715128324	1.41479381672553	0.00543150295197517	0.0191032069795964	BDKRB1	0.22711821488000006	0.0	0.0879289390468	0.0	0.0	0.0
ENSMUSG00000028468	991.3057567272548	0.42429443650972704	0.16146123857700798	0.0054445732588733605	0.0191454109030314	RGP1	9.5737965039	11.197211673599998	9.19132190974	6.7164613847800005	7.012951540739999	7.85566191003
ENSMUSG00000014786	442.348325488131	-0.614333031084955	0.2496373530684429	0.0054506413753306	0.0191629804231786	SLC9A5	1.9494675882	2.45548284379	3.5033334219	6.222190673869998	3.56170162092	3.30704104655
ENSMUSG00000070972	189.931908718579	-0.49879121086481704	0.19385246165995693	0.00547796294335029	0.019255249732661	DNAJC25	1.83805986579	1.54053115792	2.04708536692	2.89589669204	2.57543391951	2.45911135511
ENSMUSG00000031819	854.5145794582353	-0.441913138400158	0.169080018381931	0.00549344954067614	0.0193058905732764	EMC8	7.307075889860001	6.61623939623	6.975138342839999	9.40070003431	9.480332639239998	10.1056898033
ENSMUSG00000030306	35.4467996856104	1.3702096484168402	0.9545260422507541	0.00551354929083592	0.0193727205481307	TMTC1	0.193333601501	0.09559921426	0.0982395852455	0.0424997013836	0.0180870763273	0.00517599579224
ENSMUSG00000029175	622.7013179372767	0.33696915841207603	0.126418919516647	0.00553295138427219	0.0194344688872861	SLC35F6	10.4736777559	11.6018319529	10.870151063699998	8.22084377497	8.32541489465	8.98700276533
ENSMUSG00000054203	111.90895942906499	-1.5644387840398797	1.2970506686818999	0.00553329685728839	0.0194344688872861	PYHIN1	0.0	0.0	0.0	0.110438622659	0.094001215655	0.0269004170653
ENSMUSG00000062198	284.069132542769	0.6414102507894991	0.264894639901303	0.00554439197123561	0.0194693860484424		3.3271989581299994	3.5748136028199995	5.98263366738	3.56274996699	2.17659700492	1.68916292852
ENSMUSG00000010517	913.7478534365781	-0.409918417173606	0.155867804960575	0.0055454159803544	0.0194693860484424	FAF1	9.68058350003	10.6184794579	8.873698789139999	11.2272872729	13.9814395414	14.130034090599999
ENSMUSG00000034947	201.903557881763	0.7832910130776529	0.354725608403743	0.00554718148219293	0.0194706102251408	TMEM106A	1.98167190372	1.36428635955	3.2222624421599995	1.20323516183	0.957537369463	0.94715393513
ENSMUSG00000021952	452.21483788126295	-0.829966126354702	0.3902818373002561	0.00554794245831286	0.0194706102251408	XPO4	4.23766155692	3.91532383416	3.1115073208599995	7.510625050630001	8.438135411880001	8.93846685707
ENSMUSG00000026782	378.264604079234	-0.41475939425963	0.157901559509379	0.00555220531432141	0.019481747100742002	ABI2	2.85374352001	2.53797792881	2.6515880128	3.3786827877	3.69771795419	3.82148220267
ENSMUSG00000025580	1607.8772469472501	-0.646718176892909	0.26790875943528497	0.0055537612624511	0.0194833833890304	EIF4A3	32.825129195500004	27.68726409	45.7653520882	70.9952892693	59.7519651334	51.211566484799995
ENSMUSG00000028962	5414.127480167679	0.520883395934259	0.20434367072339601	0.0055599848555004	0.0195013905847789	SLC4A8	86.1147687399	89.6509656821	78.5107887255	50.742449693999994	57.1078989511	59.2445473763
ENSMUSG00000009863	1496.72984986195	-0.558593584078456	0.222246736264923	0.005565909522633071	0.0195183424542463	SDHB	47.317462311599996	44.9274301306	51.4714026945	76.6049079753	73.1044096963	73.5030096428
ENSMUSG00000098026	2.7199090562472006	-1.5773369349521398	1.47492203373245	0.00556771000272113	0.0195208279526777	ZNF845	0.0	0.0	0.0	0.299390753529	0.212358488588	0.182312490447
ENSMUSG00000012609	798.654588990029	-0.582933797719107	0.234314685101152	0.00557239503795245	0.019533423970520998	TTLL5	5.506353101649999	5.49670718973	4.85017439265	8.07175384714	8.9521382699	8.31081564441
ENSMUSG00000037708	4.39001347015469	1.5686332034820405	1.3238615895046102	0.0055738068496098215	0.0195345433708101	SPAG6	0.0	0.217360513464	0.26325022882300003	0.014494507595600004	0.020561969196	0.0
ENSMUSG00000075012	222.73329974779702	-0.497158613833315	0.19359954940836704	0.00557679923846947	0.0195412007021502	FJX1	2.66650118587	2.31847515395	2.60899807623	3.28536930587	3.70915879556	4.08428843467
ENSMUSG00000034042	1130.1857409700801	0.40270744336576497	0.15302839115949898	0.00558340446780856	0.0195567973091295	GPBP1L1	19.4515230555	20.9509727962	17.329279391	12.5609774477	15.1004167626	14.7053214145
ENSMUSG00000041696	18.5758119045922	-1.5791980026483898	1.40349738343598	0.0055834377419107396	0.0195567973091295	RASL12	0.0	0.0	0.0	0.0733076124895	0.124793383417	0.0178561204635
ENSMUSG00000046101	5.487229281156441	-1.426855615979	1.03617636396187	0.00559552867589621	0.0195953090978653	MCMDC2	0.031177200319	0.0	0.0181054048084	0.164485224699	0.0933357715306	0.0801299588667
ENSMUSG00000026393	1588.3139496857598	0.270724271532971	0.10095944752092999	0.00560760178590411	0.0196337433980324	NEK7	20.3367549602	20.6694669497	20.2927956354	15.889732161900001	16.9176951974	17.2006063205
ENSMUSG00000035835	211.77509609031898	0.530779470887945	0.209260123002782	0.0056179044567436715	0.0196659650726377	PLPPR3	3.0920851056800003	3.10481362366	4.551549811519999	3.0242082645	2.22758022798	1.7282486035299998
ENSMUSG00000022295	1161.69760101584	-0.37130678356744495	0.140375057581161	0.0056249696850354	0.0196868434014715	ATP6V1C1	24.417969909099998	22.2677087358	26.452773480999998	35.0838277627	31.4286512399	29.0510650013
ENSMUSG00000094338	4.1024082953766605	-1.4523417334541802	1.68770727987014	0.00563206627141326	0.019707823287503003	LOC102724334	0.0	0.0	0.0	4.58201439324	0.530617535788	0.22777098544
ENSMUSG00000047730	11.9790230663782	1.5614748056144598	1.5225426604753998	0.0056335003666144285	0.019707874255517	ZAN	0.051107327869	0.013478106511	0.0148396721045	0.0	0.0	0.0
ENSMUSG00000038244	2617.3380014632103	0.660254538101678	0.276189825364428	0.00563442609868392	0.019707874255517		28.2133677502	29.9381465738	25.2445051966	15.1880314232	15.5966467453	16.2656967785
ENSMUSG00000066232	3274.45303167203	-0.671230370394675	0.282547705163237	0.00563538734234429	0.019707874255517	IPO8	56.6756491404	54.215681278299996	40.8015665706	78.53594810140001	96.445227157	93.8663084035
ENSMUSG00000036960	13.6542257271543	1.39690855063805	0.9973930763201819	0.005638323925757929	0.0197142882511689	CLCA4	0.165264986179	0.214567125339	0.10335623031	0.00894264549948	0.012686074368399998	0.0544557890642
ENSMUSG00000051335	844.273862755041	-0.723272869252595	0.314597776736223	0.00564178408370806	0.0197225300490291	GFOD1	5.495550842339998	6.20667817612	4.11965711807	8.44372813037	10.8541548971	10.7139137946
ENSMUSG00000010608	4412.24253788395	-0.26532327888642004	0.098979913164525	0.00564446382425723	0.0197280409776278	RBM25	44.6633414176	48.384106018800004	45.755155917799996	57.0863575618	56.0368234311	53.7271631468
ENSMUSG00000031521	439.974819630149	0.6135935072116739	0.250673860152354	0.00565558972395224	0.0197630642669513	AGA	19.1744861257	15.7919073808	31.351748776399997	16.196830726600002	11.527655673699998	11.5460805626
ENSMUSG00000037716	16.3794786532619	1.43624440398355	1.0547937347318899	0.00566154715207185	0.019780016535013	CCDC33	0.584955094339	0.685623538138	1.00022341732	0.13716073020199998	0.06485892882109999	0.111364447164
ENSMUSG00000002010	1853.84719624202	-0.318789436732322	0.11965776348492999	0.005663968666497829	0.0197829423497265	IDH3G	43.1476564034	39.685118246900004	48.8412705788	57.7234009075	54.1375296117	52.673409199
ENSMUSG00000085581	11.25090491673	1.22009152002298	0.783151493325015	0.005664597328482722	0.0197829423497265	ZNF845	1.8088343542200005	1.07849966572	2.10087357937	0.829833066846	0.156960621999	0.13475271033
ENSMUSG00000020399	319.735444022289	0.558923296299601	0.22298896155755	0.00566594555901568	0.0197837868659948	HAVCR2	4.63476410056	4.18228468453	4.08593273871	3.03769934709	2.563286365	2.58332979848
ENSMUSG00000080875	74.48214150049859	-0.9483026094874292	0.496758091129895	0.00566779336283707	0.0197863750724111	ZNF845	4.44875476308	5.05392566846	4.76955082884	9.22784338297	15.481125132	13.1930187344
ENSMUSG00000013033	660.008040778693	-0.5992832348186371	0.24329684710598398	0.00567214780478411	0.0197977112819334	ADGRL2	2.92208224244	2.93879066058	2.8905308653400006	5.0778223463	4.73226394541	4.44988665413
ENSMUSG00000069267	14.710502667186	-1.4672700103587402	1.1043988906098998	0.00567603286698565	0.0198074050926172	H3C8	0.245067880249	0.17234585228799998	0.0948781616489	3.16050400298	0.326073034089	0.699844721393
ENSMUSG00000057388	538.265765117359	-0.7342963987056959	0.3222720083375301	0.00568655889852613	0.0198402653003992	MRPL18	13.6693864406	12.184385192999999	16.3588941882	33.6693023952	24.3377809734	23.3503564467
ENSMUSG00000031226	560.990815045977	-0.682646859163204	0.289758240688666	0.00568936844756057	0.0198461953200996	PBDC1	5.11730060895	4.50119387112	6.76948153352	11.951960359400001	9.2103688063	8.26483290026
ENSMUSG00000032083	19.4932036125056	1.56733782706233	1.3918282747368005	0.00573392253228252	0.0199977118782414	APOA1	1.02762763312	1.4969944078	0.682022727216	0.103268114985	0.0	0.0838461308722
ENSMUSG00000025609	1609.8711596139801	0.245276279990362	0.0915444362830268	0.00573820684579725	0.0200087512889432	MKLN1	8.920513854310002	8.78653790509	8.34744643962	7.56947579648	7.180903689299999	6.975968655960001
ENSMUSG00000037351	2792.19430796289	-0.274481539583675	0.10271223913087099	0.005746888478325911	0.0200351165687163	ACTR1B	39.381990598099996	37.1817858592	39.578749576599996	45.055725861099994	47.84765164270001	47.33373685270001
ENSMUSG00000006010	612.569761095894	0.317690011494484	0.11946684928759199	0.00575325448474202	0.0200534002810277	ODR4	9.98091916811	10.2675581233	10.208461169	8.697333405519997	8.12243644036	7.198586126
ENSMUSG00000048833	1554.96131292663	0.522356521244895	0.20609724760912693	0.005766998284964861	0.0200973877087228	SLC39A9	23.28480743	24.0110830737	20.6656212332	14.233284913099999	15.2716171445	15.143895625499999
ENSMUSG00000041168	5443.213640282271	-0.4946812056404679	0.19354541016631802	0.00580024719117162	0.0202093180096142	LONP1	74.4582883954	76.4894507851	63.092856762299995	87.7881792406	110.106048745	113.94549111799999
ENSMUSG00000087190	4.3926308092778905	1.3913711454324902	1.0006619752216201	0.00580520892781164	0.0202226652714202	ZNF845	0.218072602446	0.230041826521	0.379921163976	0.0958759409847	0.0	0.0233532684211
ENSMUSG00000047591	7.5926181365561	-1.49098433750884	1.15925031473929	0.00580779687895389	0.020227739772608996	MAFA	0.140687116439	0.0	0.0544670927985	0.428849533064	0.561570225376	0.763349149815
ENSMUSG00000028035	919.20963582438	0.31750925461240104	0.119576545112041	0.00582140458253951	0.0202711850711566	DNAJB4	24.3247394979	22.900481405700003	22.8216897325	20.0377519494	18.004959970999998	17.2220430179
ENSMUSG00000037742	193187.1692905789	0.341363757445644	0.129012983217277	0.00582871421460026	0.0202912783209895	EEF1A2	7710.22802196	7358.51174881	6150.36946955	5409.97823304	5545.57171123	5467.88836865
ENSMUSG00000024597	12326.7730167112	0.671241181693466	0.284157367503988	0.00582944447933131	0.0202912783209895	SLC12A3	159.539190042	162.821893611	116.873014988	67.8070005221	85.9822583724	90.0682982329
ENSMUSG00000007646	48.5727014977253	-0.8271802382822641	0.3922025856343789	0.00583559960394887	0.0203087498089159	RAD51C	0.269674087293	0.379300709397	0.5816820356669999	1.03883429565	0.884216810239	0.770113106198
ENSMUSG00000028394	898.4812621090599	-0.44262337229878	0.17077974095752999	0.00583811397245071	0.020313546592993	POLE3	17.7591263898	17.058251940399998	21.5941720302	27.9891102805	25.543505315700003	24.718011815300002
ENSMUSG00000078495	278.797185502044	0.46726295580024896	0.18151078470842305	0.00584361058435383	0.0203287161203951	ZNF888	6.903927678110001	6.79342005521	5.28105267661	4.0993165615099985	4.889303244750001	4.21342937797
ENSMUSG00000031399	357.59130710819915	0.553902981893701	0.22158199846162197	0.005848933306279221	0.0203432749367008	FAM3A	7.94782193345	9.3124844146	12.948196089000001	7.560759540269999	6.2012257114999985	5.36953006355
ENSMUSG00000074063	1226.51824194454	-0.532143046712799	0.211149554658922	0.00585386844234065	0.0203564802834487	OSGIN1	23.8055801892	22.3735162893	39.3525928507	54.710343759	38.1584772603	36.3408508325
ENSMUSG00000099881	239.870472621472	0.552226325867871	0.22080605550108606	0.00585625072962535	0.0203608048408382	ZNF845	6.873062684269999	5.9502465989	9.028742607829999	5.8017641016	3.59489035243	4.46695460917
ENSMUSG00000027131	646.987055069134	-0.328320611160065	0.12394997375828698	0.00586595344896918	0.0203905741876007	EMC4	33.438593982600004	28.969181255	33.9901255405	35.9899360857	42.777597635999996	42.4634166457
ENSMUSG00000028771	2012.62309109177	-0.303332804156961	0.11415447607132301	0.00586797485451335	0.0203936362242086	PTPN12	26.481776124899998	26.778762244	26.5965471066	33.7483663032	33.5760783227	31.510935315300003
ENSMUSG00000010721	388.4209780549649	0.5036319775123921	0.19802137589992802	0.00588492497643717	0.0204485704437763	LMBR1	6.76327576834	6.37434445954	5.22485551162	3.46137090289	4.67404486365	4.15383446222
ENSMUSG00000028536	9.828820480917713	1.5566218756288301	1.41764073969302	0.00588854270493555	0.0204571657483879	C1orf210	0.0528678099355	0.167308603996	0.245613612619	0.0	0.0	0.0
ENSMUSG00000097601	20.7535619617748	0.855064871955218	0.4163567339141849	0.00590401083859959	0.0205069187655399	ZNF845	0.577575106421	0.273123784791	0.439506387819	0.238170465745	0.07949873422550001	0.221814724909
ENSMUSG00000060166	1255.9990143612101	-0.473441670170044	0.18454370410450305	0.00591383281825654	0.0205370449841222	ZDHHC8	10.936999666300002	10.889623278399998	10.3096906862	13.0153471159	15.670197721	17.1350516499
ENSMUSG00000021927	5.29227628542779	-1.4226901761383601	1.05364651025891	0.00591685964568844	0.0205435664707874	HNRNPA1L2	0.105186629114	0.0554799732185	0.06108459005440001	0.369963651816	0.577315184966	0.63080500329
ENSMUSG00000073728	15.204521633277302	0.9473492810872959	0.5012854612894121	0.00592616387361871	0.0205718765723503	ZNF845	0.471138250402	0.279561004584	0.376202943282	0.134638806892	0.0734612213428	0.201815687099
ENSMUSG00000052331	520.97575006966	0.5594779225943779	0.224775680578178	0.0059308661843748296	0.0205842038514764	ANKRD52	5.73381794326	6.5403469591	5.4435425884000015	3.52707643696	4.07301660556	3.6018494155900003
ENSMUSG00000038544	329.241608162629	-0.3710614292483921	0.14128336925416102	0.005940864698035861	0.0206136915856461	INIP	4.678270377990001	3.56511531333	3.9070926622800006	5.61322979044	5.16811152732	5.1339242367
ENSMUSG00000048572	25.6529238539487	-1.21306558399574	0.7862867475808759	0.0059428018936155	0.0206136915856461	TMEM252	0.123429801588	0.08680294753760001	0.143357742215	0.5788383374480001	0.513214056497	0.422976825927
ENSMUSG00000001542	1082.55061441327	0.41941361413087	0.161301006058531	0.0059428208782509795	0.0206136915856461	ELL2	19.3312661887	19.176370551199998	19.4199753517	14.4776403923	13.733602523	13.6821849836
ENSMUSG00000024588	723.3187608364923	0.417883065568256	0.160666852247519	0.00594589488553479	0.0206203542374413	FECH	15.0667608878	14.1625397198	17.7223640932	12.7846353521	10.6100186325	10.5596701637
ENSMUSG00000063358	4404.56932149421	-0.27397535542712903	0.10296428921720199	0.00594728978993041	0.0206211923082695	MAPK3	38.0227694495	37.1549130391	44.1154610493	54.8980711721	46.298981573999995	43.1265755986
ENSMUSG00000074140	77.09777277992691	0.687894109292511	0.295211058044425	0.0059538391988383	0.0206398989364924	ZNF845	1.4856559496	1.78090714031	1.33335443171	0.459198884634	0.853586742571	1.19564582624
ENSMUSG00000098183	36.261232515734	-0.75206161404965	0.33727480540969	0.00596275003664732	0.0206637615453898	ZNF845	0.6455631298960001	1.23817414159	1.43141791966	2.27058225011	2.69397535696	1.558634478
ENSMUSG00000039745	363.7053296920111	0.43578851306544697	0.16833731656109002	0.00596303392283492	0.0206637615453898	HTATIP2	13.1026281003	12.4359590754	14.8165363973	10.6517712324	9.28028338317	8.79654655271
ENSMUSG00000085583	11.7458559356445	-1.00578073172908	0.5607646818645129	0.00596670031020071	0.0206724604236967	ZNF845	0.0633884379452	0.735543624911	0.515358224726	1.69442426465	1.07534724008	1.08611696436
ENSMUSG00000029836	2089.0694448675	-0.7530931265959542	0.338201124607998	0.00598172889900997	0.0207205142276632	CBX3	50.8082323107	54.1908641743	28.55586555	57.5056889855	99.82512756959999	107.01733538
ENSMUSG00000036955	605.397258786679	-0.31610011358142	0.11949837084085099	0.00600386532141291	0.020793165952389	KIFBP	8.080196911589999	9.267245913450001	8.8855684993	10.6060139886	10.413639311699999	11.7239432078
ENSMUSG00000049562	202.24794241491	0.539154160174515	0.21529544303909198	0.00600623522668645	0.0207973454857437	AP5B1	3.8820908068	4.50986510629	3.2532285569300003	2.14318076928	2.566296017	2.82065488939
